,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmpOverall,Age,Complain,Customer_Days,Income,Kidhome,MntFishProducts,MntFruits,MntGoldProds,MntMeatProducts,MntRegularProds,MntSweetProducts,MntTotal,MntWines,NumCatalogPurchases,NumDealsPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Recency,Response,Teenhome,Z_CostContact,Z_Revenue,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,Marital,Education,ChildrenTotal
546,0,0,0,0,0,0,50,0,2324,62466.0,0,168,129,83,259,723,121,806,129,3,5,12,6,4,13,0,1,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,1
547,0,0,0,0,0,0,57,0,2395,48799.0,0,28,18,24,81,283,6,307,174,2,3,7,3,3,9,0,1,3,11,0,0,0,0,1,1,0,0,0,0,Divorced,PhD,1
548,0,0,0,0,0,0,70,0,2181,52157.0,0,3,2,40,29,185,2,225,189,2,2,5,3,4,48,0,1,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
549,0,0,0,0,0,0,58,0,2730,66565.0,0,65,10,42,161,981,40,1023,747,2,4,9,4,8,80,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
550,0,0,0,0,0,0,69,0,2454,29298.0,1,2,0,1,2,9,0,10,6,0,1,2,1,5,60,0,1,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,2
551,0,0,0,0,0,0,41,0,2518,47691.0,0,0,0,4,3,13,0,17,14,0,1,2,1,6,43,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
552,0,0,0,0,0,0,50,0,2728,38200.0,1,0,0,1,4,15,0,16,12,0,1,2,1,7,19,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,2
553,0,0,0,0,0,0,46,0,2814,44989.0,0,49,0,106,106,157,10,263,98,1,5,5,5,6,26,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
554,0,0,0,0,0,0,52,0,2312,38443.0,1,0,0,1,5,36,0,37,32,0,2,3,1,7,58,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,2
555,0,0,0,0,0,0,42,0,2448,38593.0,1,17,12,24,49,129,24,153,51,1,3,3,4,8,42,0,0,3,11,1,0,0,0,0,0,0,1,0,0,Single,2n Cycle,1
556,0,0,0,0,0,0,50,0,2491,64413.0,0,0,5,20,44,239,10,259,200,1,1,5,5,5,27,0,1,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
557,0,0,0,0,0,0,39,0,2429,36959.0,1,6,6,0,25,62,0,62,25,0,2,3,2,8,56,0,0,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
558,1,1,0,1,0,3,43,0,2673,61996.0,0,0,12,24,144,1182,0,1206,1050,4,3,8,6,5,27,1,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
559,0,0,0,0,0,0,52,0,2248,51287.0,1,13,0,30,22,122,0,152,117,1,3,3,4,7,10,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
560,0,0,0,0,0,0,50,0,2469,13260.0,1,10,4,7,17,35,2,42,9,0,4,3,3,8,48,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
561,0,0,0,0,0,0,54,0,2445,47472.0,1,0,0,8,11,59,0,67,56,0,2,4,2,5,39,0,1,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,2
562,0,0,0,0,0,0,64,0,2514,54603.0,1,17,13,4,46,219,2,223,145,2,6,4,4,7,85,0,1,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,2
563,0,0,0,1,0,1,46,0,2755,45207.0,1,0,0,2,10,211,0,213,203,1,5,6,3,6,64,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,2
564,0,0,0,0,0,0,69,0,2627,40689.0,0,39,3,99,27,246,6,345,270,1,7,5,7,8,69,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
565,0,0,0,0,0,0,53,0,2411,47821.0,1,6,0,10,16,27,6,37,9,0,1,3,1,8,54,0,1,3,11,1,0,0,0,0,0,0,0,1,0,Together,2n Cycle,2
566,0,0,0,0,0,0,69,0,2599,27450.0,0,8,12,52,23,39,11,91,37,1,1,3,2,7,57,0,0,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,0
567,0,0,0,0,0,0,37,0,2246,39453.0,1,0,0,2,7,51,0,53,46,0,2,3,2,6,64,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
568,0,0,0,0,0,0,49,0,2231,26850.0,1,7,1,9,13,45,2,54,31,1,4,4,2,4,10,0,1,3,11,1,0,0,0,0,0,0,0,1,0,Together,2n Cycle,2
569,1,0,1,0,1,3,65,0,2803,79800.0,0,32,21,224,530,1419,0,1643,1060,11,1,5,5,3,65,1,0,3,11,0,0,1,0,0,0,0,0,0,1,Widow,Graduation,0
570,0,0,0,0,0,0,59,0,2447,61794.0,0,54,47,11,188,589,47,600,264,4,2,10,4,2,74,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
571,0,0,0,1,0,1,65,0,2202,53863.0,0,6,4,30,30,413,4,443,399,1,3,7,7,7,4,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
572,0,0,0,0,0,0,61,0,2472,24221.0,0,2,9,22,9,11,5,33,8,1,1,3,1,4,94,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
573,0,0,0,0,0,0,36,1,2784,39684.0,1,6,0,17,35,47,4,64,19,1,2,2,2,7,41,1,0,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,1
574,1,0,0,0,1,2,45,0,2723,92163.0,0,106,183,20,797,2046,163,2066,817,11,0,5,5,2,25,1,0,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,0
575,0,0,0,0,0,0,55,0,2390,69882.0,0,132,127,165,635,1148,127,1313,292,7,1,9,3,1,94,0,0,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,0
576,0,0,0,0,0,0,43,0,2309,33178.0,1,11,6,16,2,17,2,33,12,0,1,3,1,4,9,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
577,0,0,0,0,0,0,48,0,2450,59973.0,0,20,30,0,168,382,34,382,130,4,1,7,3,1,47,0,0,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,0
578,0,0,0,0,0,0,45,0,2442,17459.0,1,3,4,30,16,9,10,39,6,1,3,2,3,7,12,1,0,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,1
579,0,0,0,0,0,0,51,0,2770,23910.0,1,7,12,13,18,41,1,54,16,0,1,3,2,7,80,0,0,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,1
580,0,0,0,0,0,0,51,0,2412,42169.0,1,0,0,2,9,26,0,28,19,0,2,3,1,8,20,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,2
581,0,0,0,0,0,0,42,0,2549,26224.0,1,13,7,15,15,33,9,48,4,1,3,3,2,6,39,0,0,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,1
582,0,0,0,0,0,0,39,0,2840,31089.0,1,2,3,4,31,71,8,75,31,0,3,4,3,8,57,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
583,0,0,0,0,0,0,59,0,2652,30081.0,0,0,0,4,2,34,0,38,36,0,1,3,1,7,27,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
584,0,0,0,0,0,0,60,0,2826,62807.0,0,10,28,99,135,621,21,720,526,3,3,12,5,5,83,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
585,0,0,0,0,0,0,65,0,2444,72906.0,0,71,32,54,519,1043,75,1097,400,4,1,9,3,1,79,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,0
586,0,0,0,0,0,0,72,0,2726,61467.0,0,0,16,49,114,496,5,545,410,2,3,10,5,5,69,0,2,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,2
587,0,0,0,0,0,0,54,0,2678,49618.0,1,4,3,14,26,101,2,115,80,1,4,3,3,7,77,0,1,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,2
588,0,0,0,0,0,0,34,0,2706,21888.0,1,2,10,64,46,85,3,149,88,1,4,2,5,10,15,1,0,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,1
589,0,0,0,0,0,0,47,0,2297,42429.0,0,2,0,4,6,59,0,63,55,1,2,3,1,5,99,0,1,3,11,0,0,1,0,0,0,0,0,0,1,Widow,Graduation,1
590,0,0,0,0,0,0,64,0,2634,26150.0,2,3,1,1,13,26,5,27,5,0,1,3,1,7,61,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,3
591,0,0,0,0,0,0,45,0,2770,30801.0,0,15,4,11,5,23,2,34,8,0,2,3,1,7,23,0,1,3,11,0,1,0,0,0,0,1,0,0,0,Married,Basic,1
592,1,0,0,0,0,1,55,0,2212,81168.0,0,147,0,22,592,1149,22,1171,410,4,1,7,6,3,84,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
593,0,0,0,0,0,0,51,0,2473,26877.0,0,20,13,40,76,188,18,228,101,1,2,6,3,6,74,0,0,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,0
594,0,0,0,0,0,0,76,0,2505,45006.0,0,16,25,10,53,246,0,256,162,1,1,7,3,3,90,0,0,3,11,0,0,0,1,0,0,0,0,0,1,Widow,Master,0
595,0,0,0,0,0,0,47,0,2724,18978.0,1,4,8,15,1,7,7,22,2,0,1,3,1,8,41,0,0,3,11,0,1,0,0,0,0,1,0,0,0,Married,Basic,1
596,0,0,0,0,0,0,53,0,2403,22574.0,2,2,0,2,8,33,0,35,25,0,2,3,2,7,28,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,3
597,0,0,0,0,0,0,51,0,2756,48240.0,0,64,91,41,248,800,49,841,389,3,3,13,6,5,73,1,0,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,0
598,0,0,0,0,0,0,46,0,2497,45837.0,1,17,13,24,87,325,17,349,215,2,5,5,6,7,88,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
599,0,0,0,0,0,0,55,0,2578,35791.0,2,0,0,3,5,29,0,32,27,0,2,3,1,8,94,0,1,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,3
600,0,0,0,0,0,0,42,0,2627,54162.0,1,6,6,10,10,22,5,32,5,0,1,3,1,4,31,0,1,3,11,0,0,1,0,0,0,0,0,0,1,Widow,Graduation,2
601,0,0,0,0,0,0,60,0,2840,30522.0,0,19,8,26,83,274,11,300,179,2,5,9,1,2,6,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
602,0,0,0,0,0,0,59,0,2512,54456.0,0,10,0,15,27,374,0,389,352,1,3,7,6,6,23,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
603,0,0,0,0,0,0,49,0,2509,31632.0,0,11,8,32,12,31,15,63,17,1,1,2,2,7,92,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,0
604,0,0,0,1,1,2,71,0,2270,72298.0,0,58,35,35,169,869,17,904,625,3,1,6,4,1,52,0,0,3,11,0,0,1,0,0,0,0,0,0,1,Widow,Graduation,0
605,0,0,0,0,0,0,42,0,2342,36975.0,1,0,6,2,11,29,4,31,10,0,1,3,1,7,50,0,0,3,11,1,0,0,0,0,0,0,1,0,0,Single,2n Cycle,1
606,1,0,0,0,0,1,65,0,2550,72635.0,0,104,22,107,323,767,35,874,390,8,1,6,6,3,54,0,0,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,0
607,0,0,0,0,0,0,44,0,2684,13624.0,1,2,2,6,15,24,1,30,10,0,2,3,2,6,93,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
608,0,0,0,0,0,0,45,0,2550,84196.0,0,231,63,190,507,857,31,1047,215,4,1,7,8,3,56,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
609,0,0,0,0,0,0,60,0,2805,70971.0,0,93,17,17,572,1791,125,1808,1001,11,7,5,11,7,28,1,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
610,0,0,0,0,0,0,43,0,2820,34487.0,1,24,18,8,33,87,1,95,19,0,3,3,3,9,94,0,1,3,11,0,0,0,0,1,1,0,0,0,0,Divorced,PhD,2
611,0,0,0,0,0,0,43,0,2717,28769.0,1,10,5,3,129,185,3,188,41,1,3,4,4,9,76,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
612,0,0,0,0,0,0,50,0,2381,69084.0,1,39,107,30,199,1526,30,1556,1181,3,2,13,7,8,43,0,0,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
613,0,0,0,0,0,0,62,0,2175,65488.0,0,36,45,54,207,855,18,909,603,4,1,6,3,1,46,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,0
614,0,0,0,0,0,0,50,0,2324,62466.0,0,168,129,83,259,723,121,806,129,3,5,12,6,4,13,0,1,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,1
615,0,0,1,0,0,1,60,0,2293,32218.0,0,13,24,30,15,33,1,63,10,1,1,3,2,7,27,1,0,3,11,1,0,0,0,0,0,0,1,0,0,Single,2n Cycle,0
616,0,0,0,0,0,0,47,0,2596,83917.0,0,42,22,79,732,1429,198,1508,514,7,1,7,6,3,12,1,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,0
617,0,0,0,0,0,0,58,0,2270,46102.0,2,0,0,1,1,14,0,15,14,0,1,2,1,7,3,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,3
618,0,0,0,0,0,0,68,0,2549,84574.0,0,38,20,163,713,1049,54,1212,387,11,1,11,9,5,72,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,0
619,0,0,0,0,0,0,58,0,2696,56181.0,0,8,103,48,69,297,44,345,121,2,1,7,4,4,6,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
620,0,0,0,0,0,0,70,0,2798,63120.0,0,54,69,69,279,1339,41,1408,965,4,5,9,8,7,53,1,1,3,11,0,0,0,1,0,1,0,0,0,0,Divorced,Master,1
621,0,0,1,0,0,1,49,0,2394,73691.0,0,85,21,73,250,1033,43,1106,707,2,2,8,6,2,58,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
622,0,0,0,0,0,0,60,0,2791,63381.0,0,33,50,159,142,687,50,846,571,5,4,13,4,2,78,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
623,0,0,0,0,0,0,72,0,2206,76140.0,0,17,66,26,653,1296,0,1322,586,9,1,6,5,2,57,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,0
624,0,0,0,0,0,0,61,0,2705,62859.0,0,16,89,25,102,1257,12,1282,1063,4,4,6,9,6,37,0,1,3,11,0,0,0,0,1,1,0,0,0,0,Divorced,PhD,1
625,0,0,1,0,0,1,56,0,2577,45906.0,0,4,3,144,27,198,3,342,305,4,2,4,5,5,20,0,1,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,1
626,0,0,0,1,1,2,73,0,2635,77632.0,0,0,105,147,758,1958,42,2105,1200,2,1,6,4,2,73,1,0,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,0
627,0,0,0,0,0,0,49,0,2474,46463.0,1,8,2,11,40,213,11,224,163,1,7,6,3,6,56,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,2
628,1,0,0,0,1,2,50,0,2683,105471.0,0,202,181,207,104,1310,21,1517,1009,8,0,13,9,3,36,1,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
629,0,0,0,0,0,0,50,0,2357,55282.0,1,8,6,19,73,197,4,216,125,1,1,6,3,4,9,0,0,3,11,0,0,0,1,0,1,0,0,0,0,Divorced,Master,1
630,0,0,0,0,0,0,43,0,2196,78710.0,0,119,0,50,152,992,50,1042,721,6,3,12,7,4,42,0,1,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
631,0,0,0,0,0,0,62,0,2445,66886.0,0,41,4,146,62,307,31,453,315,1,2,7,7,5,28,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
632,0,0,0,1,0,1,60,0,2291,98777.0,0,125,19,38,711,1932,115,1970,1000,6,0,9,4,1,23,0,0,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,0
633,0,0,0,0,0,0,35,0,2830,29103.0,1,6,0,6,17,36,3,42,16,0,2,3,1,9,38,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
634,0,0,0,0,0,0,46,0,2845,67445.0,0,29,80,11,217,1152,80,1163,757,6,5,12,9,6,63,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
635,0,0,0,0,0,0,70,0,2236,50616.0,0,0,2,9,25,49,1,58,30,1,1,4,1,2,71,0,1,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
636,0,0,0,0,0,0,65,0,2854,49431.0,0,26,3,17,100,331,0,348,219,1,2,5,7,8,9,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,1
637,0,0,0,0,0,0,67,0,2335,61278.0,0,2,3,15,28,135,6,150,111,1,2,4,3,6,87,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
638,0,0,0,0,0,0,62,0,2804,26490.0,0,21,47,25,52,160,20,185,45,1,2,5,3,6,92,0,0,3,11,1,0,0,0,0,0,0,0,1,0,Together,2n Cycle,0
639,0,0,0,0,0,0,73,0,2461,73059.0,0,0,112,71,420,953,82,1024,410,3,1,13,9,4,36,0,1,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
640,0,0,1,0,0,1,54,0,2410,46734.0,1,6,1,76,39,71,1,147,100,2,4,3,3,6,86,0,2,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,3
641,0,0,0,0,0,0,57,0,2728,56253.0,0,7,0,5,65,587,11,592,509,2,4,9,7,6,83,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
642,0,0,0,0,0,0,35,0,2386,19986.0,1,0,6,6,5,10,2,16,3,0,1,3,0,7,74,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
643,0,0,0,0,0,0,45,0,2345,58330.0,0,104,53,151,213,762,98,913,445,4,1,13,6,4,87,0,1,3,11,0,0,1,0,0,0,0,0,0,1,Widow,Graduation,1
644,0,0,0,0,0,0,40,0,2819,25965.0,0,41,2,11,11,52,7,63,2,0,1,3,2,8,29,0,0,3,11,0,1,0,0,0,0,1,0,0,0,Married,Basic,0
645,0,0,0,0,0,0,64,0,2703,14661.0,0,6,1,2,11,22,2,24,4,0,1,3,1,6,88,0,0,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,0
646,0,0,0,0,0,0,61,0,2707,18690.0,0,23,1,19,7,22,4,41,6,1,1,2,1,8,77,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,0
647,0,0,0,0,0,0,46,0,2568,45068.0,0,0,0,3,3,14,0,17,14,0,1,2,1,7,25,0,1,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
648,0,0,0,0,0,0,33,0,2436,21063.0,1,19,10,15,11,29,3,44,1,0,2,3,2,6,34,0,0,3,11,0,1,0,0,0,0,0,1,0,0,Single,Basic,1
649,0,0,0,0,0,0,52,0,2575,29187.0,1,0,0,2,6,30,0,32,26,0,1,3,1,8,43,0,0,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
650,0,0,0,0,0,0,49,0,2393,54690.0,1,7,16,18,37,162,9,180,111,1,3,5,3,3,76,0,1,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,2
651,0,0,0,0,0,0,56,0,2494,59304.0,0,80,61,10,428,1028,51,1038,418,8,3,10,7,5,81,0,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
652,0,0,0,0,0,0,58,0,2392,59247.0,0,19,9,83,122,408,14,491,327,2,5,9,5,6,87,0,2,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,2
653,0,0,0,0,0,0,50,0,2814,66731.0,0,58,159,141,194,747,106,888,371,3,4,6,4,3,33,0,1,3,11,0,0,1,0,0,0,0,0,0,1,Widow,Graduation,1
654,0,0,0,0,0,0,40,0,2354,77353.0,0,69,59,59,107,552,101,611,275,4,2,8,6,4,38,0,1,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
655,0,0,0,0,0,0,45,0,2734,52614.0,0,12,0,38,142,914,9,952,789,4,2,8,2,8,63,0,1,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,1
656,0,0,0,0,0,0,46,0,2197,26751.0,2,0,1,1,5,9,3,10,1,0,1,2,1,8,26,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
657,1,0,0,0,0,1,57,0,2766,81300.0,0,32,12,36,145,1169,12,1205,1004,3,3,5,10,5,17,1,1,3,11,0,0,0,0,1,0,1,0,0,0,Married,PhD,1
658,0,0,0,0,0,0,41,0,2337,70337.0,0,25,81,91,149,394,43,485,187,2,1,12,2,1,75,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,0
659,0,0,1,0,0,1,35,0,2537,36145.0,1,17,4,18,76,136,1,154,56,1,4,3,4,9,13,1,0,3,11,1,0,0,0,0,0,1,0,0,0,Married,2n Cycle,1
660,0,0,0,0,0,0,40,0,2347,65295.0,0,34,32,6,117,652,110,658,365,3,1,13,3,2,19,0,0,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,0
661,0,0,0,0,0,0,57,0,2413,68118.0,0,10,23,154,123,620,23,774,595,9,2,4,8,6,51,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,1
662,0,0,0,0,0,0,53,0,2827,68743.0,0,175,134,115,384,1844,134,1959,1132,5,1,13,11,7,81,0,0,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,0
663,0,0,0,0,0,0,38,0,2498,41039.0,0,179,11,45,137,377,61,422,34,1,1,5,8,8,32,0,0,3,11,1,0,0,0,0,0,0,0,1,0,Together,2n Cycle,0
664,0,0,0,0,0,0,65,0,2407,38946.0,0,6,6,41,82,175,6,216,116,1,2,6,3,5,84,0,1,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,1
665,0,0,0,0,0,0,53,0,2351,65777.0,0,28,32,54,435,1038,32,1092,565,8,1,6,2,1,87,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
666,0,0,0,0,0,0,44,0,2638,66476.0,0,47,18,78,126,533,48,611,372,2,2,11,5,4,99,0,1,3,11,0,0,0,0,1,1,0,0,0,0,Divorced,PhD,1
667,0,0,0,0,0,0,48,0,2814,86857.0,0,133,102,40,838,2034,102,2074,899,6,1,10,5,2,96,1,0,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,0
668,1,0,0,0,1,2,31,0,2203,77845.0,0,0,40,26,480,1294,40,1320,760,5,1,12,3,1,40,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,0
669,0,0,0,0,0,0,51,0,2431,69476.0,0,63,86,67,559,910,9,977,260,6,1,4,4,2,3,0,0,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,0
670,0,0,0,1,0,1,60,0,2792,50611.0,0,6,0,4,24,485,0,489,459,5,6,7,4,6,98,1,1,3,11,0,0,0,0,1,1,0,0,0,0,Divorced,PhD,1
671,0,0,0,0,0,0,50,0,2467,61209.0,0,119,0,99,224,759,49,858,466,3,1,4,5,2,73,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,0
672,0,0,0,0,0,0,62,0,2511,42315.0,0,17,15,80,80,110,11,190,67,4,3,4,1,3,90,0,1,3,11,0,0,0,1,0,0,0,0,1,0,Together,Master,1
673,0,0,0,0,0,0,68,0,2398,13084.0,0,3,0,10,7,9,7,19,2,0,1,3,1,6,29,0,0,3,11,0,1,0,0,0,0,0,0,1,0,Together,Basic,0
674,0,0,0,0,0,0,71,0,2555,47570.0,1,0,1,31,20,59,2,90,67,2,3,2,2,7,3,1,1,3,11,0,0,0,1,0,0,0,0,0,1,Widow,Master,2
675,0,0,0,0,0,0,59,0,2497,61923.0,0,3,4,6,18,114,3,120,92,1,1,4,2,3,94,0,2,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,2
676,0,0,0,0,0,0,25,0,2254,34824.0,0,2,2,4,11,15,0,19,4,0,1,2,1,6,65,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,0
677,0,0,0,0,0,0,71,0,2606,26518.0,1,3,1,2,28,53,3,55,20,0,3,3,2,8,33,1,1,3,11,0,0,0,0,1,0,0,1,0,0,Single,PhD,2
678,0,0,0,0,0,0,59,0,2397,45938.0,0,62,11,29,178,578,83,607,273,4,2,6,8,6,46,0,0,3,11,0,0,1,0,0,0,0,1,0,0,Single,Graduation,0
679,1,0,0,0,0,1,60,0,2240,78468.0,0,104,22,34,388,936,22,970,434,7,1,10,10,4,29,0,0,3,11,0,0,1,0,0,0,0,0,1,0,Together,Graduation,0
680,0,0,0,0,0,0,47,0,2444,78901.0,0,33,11,34,309,666,26,700,321,3,3,5,9,4,99,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,1
681,0,0,0,0,0,0,42,0,2268,71427.0,2,15,123,23,177,568,64,591,212,2,2,8,8,4,26,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,2
682,0,0,1,0,0,1,42,0,2297,71022.0,0,0,12,242,278,969,12,1211,909,2,3,11,5,8,30,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,1
683,1,0,0,1,1,3,32,0,2220,90247.0,0,21,32,16,352,1589,16,1605,1184,4,1,7,3,1,27,1,0,3,11,0,0,0,1,0,0,0,1,0,0,Single,Master,0
684,0,0,0,0,0,0,52,0,2344,41335.0,1,16,19,5,21,177,14,182,112,1,3,4,4,7,24,0,0,3,11,0,0,0,1,0,1,0,0,0,0,Divorced,Master,1
685,0,0,1,0,1,2,34,0,2694,71952.0,1,52,80,93,455,1257,107,1350,656,4,2,8,8,4,93,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
686,0,0,0,0,0,0,50,0,2161,35682.0,1,6,0,18,8,21,2,39,23,1,1,3,1,2,34,0,0,3,11,0,0,0,0,1,1,0,0,0,0,Divorced,PhD,1
687,0,0,0,0,0,0,69,0,2604,43185.0,0,16,6,30,42,577,6,607,537,3,2,6,9,8,88,0,1,3,11,0,0,1,0,0,1,0,0,0,0,Divorced,Graduation,1
688,0,0,1,0,0,1,72,0,2379,66375.0,0,0,0,191,45,566,0,757,712,4,3,5,2,7,96,0,1,3,11,0,0,0,0,1,0,0,0,1,0,Together,PhD,1
689,0,0,1,0,0,1,49,0,2694,35178.0,1,2,1,18,13,23,2,41,23,1,1,2,1,7,10,1,0,3,11,0,0,0,1,0,0,1,0,0,0,Married,Master,1
690,0,0,0,0,0,0,34,0,2511,25252.0,1,2,3,6,4,6,2,12,1,0,1,2,1,8,26,0,0,3,11,0,0,1,0,0,0,1,0,0,0,Married,Graduation,1
